,批次序号,原片材质,原片序号,产品id,产品x坐标,产品y坐标,产品x方向长度,产品y方向长度
420,1,ZQB-0218S,76,30403,2312.0,0,118.0,338.0
421,1,ZQB-0218S,76,30749,1438.0,398.0,593.5,395.0
422,1,ZQB-0218S,76,30714,0,0,664.0,398.0
423,1,ZQB-0218S,76,30760,664.0,0,664.0,398.0
424,1,ZQB-0218S,76,30888,1328.0,0,489.0,396.5
425,1,ZQB-0218S,76,30942,0,398.0,1438.0,398.0
426,1,ZQB-0218S,76,30949,0,796.0,2158.0,398.0
427,1,ZQB-0218S,76,30949,0,796.0,2158.0,398.0
428,1,ZQB-0218S,77,30712,2134.0,397.5,295.0,377.0
429,1,ZQB-0218S,77,30306,0,792.5,2015.5,395.0
430,1,ZQB-0218S,77,30269,1771.5,0,148.0,397.5
431,1,ZQB-0218S,77,30686,1919.5,0,148.0,397.5
432,1,ZQB-0218S,77,30802,2067.5,0,148.0,397.5
433,1,ZQB-0218S,77,30724,2015.5,792.5,375.0,395.0
434,1,ZQB-0218S,77,31002,0,0,1771.5,397.5
435,1,ZQB-0218S,77,30348,2215.5,0,222.0,280.0
436,1,ZQB-0218S,77,30481,2390.5,792.5,48.0,368.0
437,1,ZQB-0218S,77,30481,2390.5,792.5,48.0,368.0
438,1,ZQB-0218S,78,30374,2015.5,0,308.5,395.0
439,1,ZQB-0218S,78,30650,2382.0,0,52.5,383.0
440,1,ZQB-0218S,78,30552,1964.0,790.0,427.0,394.0
441,1,ZQB-0218S,78,30400,0,0,2015.5,395.0
442,1,ZQB-0218S,78,30617,0,395.0,2015.5,395.0
443,1,ZQB-0218S,78,30639,0,790.0,1964.0,395.0
444,1,ZQB-0218S,78,30698,2324.0,0,58.0,215.0
445,1,ZQB-0218S,78,30321,2391.0,790.0,48.0,374.0
446,1,ZQB-0218S,78,30321,2391.0,790.0,48.0,374.0
447,1,ZQB-0218S,79,30627,2171.0,784.0,227.5,332.0
448,1,ZQB-0218S,79,30207,1578.0,784.0,593.0,387.0
449,1,ZQB-0218S,79,30505,1290.0,0,478.0,393.0
450,1,ZQB-0218S,79,30980,1578.0,395.0,862.0,58.0
451,1,ZQB-0218S,79,30494,0,395.0,1578.0,389.0
452,1,ZQB-0218S,79,30582,0,784.0,1578.0,389.0
453,1,ZQB-0218S,79,30360,0,0,489.0,395.0
454,1,ZQB-0218S,79,30806,1768.0,0,671.5,392.0
455,1,ZQB-0218S,79,30806,1768.0,0,671.5,392.0
456,1,ZQB-0218S,80,30429,2375.0,0,52.5,332.0
457,1,ZQB-0218S,80,30586,1399.0,0,538.0,380.0
458,1,ZQB-0218S,80,30675,0,772.3,1439.0,379.0
459,1,ZQB-0218S,80,30986,1937.0,0,438.0,379.0
460,1,ZQB-0218S,80,30978,1439.0,772.3,1001.0,317.0
461,1,ZQB-0218S,80,30511,608.0,0,152.5,386.5
462,1,ZQB-0218S,80,30669,760.5,0,152.5,386.5
463,1,ZQB-0218S,80,30707,0,0,608.0,386.5
464,1,ZQB-0218S,80,30739,1555.5,386.5,462.0,379.0
465,1,ZQB-0218S,80,30944,0,386.5,1555.5,385.8
466,1,ZQB-0218S,80,30982,913.0,0,486.0,382.8
467,1,ZQB-0218S,80,30982,913.0,0,486.0,382.8
468,1,ZQB-0218S,81,30742,2094.0,757.0,320.0,378.0
469,1,ZQB-0218S,81,30296,0,379.0,2094.0,378.0
470,1,ZQB-0218S,81,30478,0,757.0,2094.0,378.0
471,1,ZQB-0218S,81,30887,462.0,0,570.0,378.0
472,1,ZQB-0218S,81,31006,2300.0,0,118.0,338.0
473,1,ZQB-0218S,81,30838,1032.0,0,845.0,378.0
474,1,ZQB-0218S,81,30765,0,0,462.0,379.0
475,1,ZQB-0218S,81,30393,1877.0,0,423.0,378.0
476,1,ZQB-0218S,81,30393,1877.0,0,423.0,378.0
477,1,ZQB-0218S,82,30340,1780.0,0,610.0,377.0
478,1,ZQB-0218S,82,30854,1780.0,378.0,610.0,377.0
479,1,ZQB-0218S,82,30898,1783.0,756.0,408.0,372.0
480,1,ZQB-0218S,82,30515,0,0,1780.0,378.0
481,1,ZQB-0218S,82,30892,0,378.0,1780.0,378.0
482,1,ZQB-0218S,82,30554,0,756.0,1783.0,378.0
483,1,ZQB-0218S,82,30554,0,756.0,1783.0,378.0
484,1,ZQB-0218S,83,30836,0,754.5,868.0,377.0
485,1,ZQB-0218S,83,30859,1572.5,377.5,670.5,377.0
486,1,ZQB-0218S,83,30948,2243.0,377.5,161.5,277.0
487,1,ZQB-0218S,83,30866,0,0,2314.0,377.5
488,1,ZQB-0218S,83,30619,868.0,754.5,1572.0,329.0
489,1,ZQB-0218S,83,30857,2314.0,0,118.0,288.0
490,1,ZQB-0218S,83,30857,2314.0,0,118.0,288.0
491,1,ZQB-0218S,84,30680,1265.0,0,358.0,377.0
492,1,ZQB-0218S,84,30994,0,0,1265.0,377.0
493,1,ZQB-0218S,84,30845,0,377.0,1402.0,377.0
494,1,ZQB-0218S,84,30937,1402.0,377.0,1038.0,358.0
495,1,ZQB-0218S,84,30452,1585.0,754.0,701.5,370.0
496,1,ZQB-0218S,84,30780,2286.5,754.0,153.5,308.0
497,1,ZQB-0218S,84,30567,1623.0,0,344.5,377.0
498,1,ZQB-0218S,84,30425,0,754.0,1585.0,377.0
499,1,ZQB-0218S,84,30425,0,754.0,1585.0,377.0
500,1,ZQB-0218S,85,30862,990.0,737.5,776.0,365.0
501,1,ZQB-0218S,85,30246,2238.0,737.5,198.0,288.0
502,1,ZQB-0218S,85,30777,0,369.5,540.0,368.0
503,1,ZQB-0218S,85,30534,1766.0,737.5,472.0,364.0
504,1,ZQB-0218S,85,30366,540.0,369.5,1873.0,368.0
505,1,ZQB-0218S,85,30528,2116.0,0,318.0,339.0
506,1,ZQB-0218S,85,30286,800.0,0,658.0,369.0
507,1,ZQB-0218S,85,30812,1458.0,0,658.0,369.0
508,1,ZQB-0218S,85,30466,0,737.5,520.0,368.0
509,1,ZQB-0218S,85,30576,0,0,800.0,369.5
510,1,ZQB-0218S,85,30576,0,0,800.0,369.5
511,1,ZQB-0218S,86,30468,998.0,722.5,440.0,358.0
512,1,ZQB-0218S,86,30764,1438.0,722.5,440.0,358.0
513,1,ZQB-0218S,86,30237,2020.0,361.5,412.0,358.0
514,1,ZQB-0218S,86,30645,1136.0,361.5,884.0,360.0
515,1,ZQB-0218S,86,30251,0,361.5,1136.0,361.0
516,1,ZQB-0218S,86,30413,1878.0,722.5,383.0,358.0
517,1,ZQB-0218S,86,30561,0,722.5,998.0,360.0
518,1,ZQB-0218S,86,30811,1892.0,0,454.0,359.0
519,1,ZQB-0218S,86,30663,0,0,1892.0,361.5
520,1,ZQB-0218S,86,30663,0,0,1892.0,361.5
521,1,ZQB-0218S,87,30967,0,0,610.0,358.0
522,1,ZQB-0218S,87,30208,0,716.0,819.0,356.0
523,1,ZQB-0218S,87,30578,2291.5,0,147.5,261.5
524,1,ZQB-0218S,87,30756,610.0,0,960.0,358.0
525,1,ZQB-0218S,87,30819,1256.0,716.0,877.0,349.0
526,1,ZQB-0218S,87,30461,2133.0,716.0,222.0,280.0
527,1,ZQB-0218S,87,30267,819.0,716.0,437.0,353.0
528,1,ZQB-0218S,87,30872,1570.0,0,373.5,358.0
529,1,ZQB-0218S,87,30487,0,358.0,1297.0,358.0
530,1,ZQB-0218S,87,30440,1297.0,358.0,745.0,357.5
531,1,ZQB-0218S,87,30991,2042.0,358.0,377.5,354.0
532,1,ZQB-0218S,87,30991,2042.0,358.0,377.5,354.0
533,1,ZQB-0218S,88,30455,0,0,1748.0,348.0
534,1,ZQB-0218S,88,30498,0,348.0,1543.0,348.0
535,1,ZQB-0218S,88,30803,1385.5,696.0,198.0,348.0
536,1,ZQB-0218S,88,30837,1583.5,696.0,198.0,348.0
537,1,ZQB-0218S,88,30844,1748.0,0,658.5,348.0
538,1,ZQB-0218S,88,30388,1781.5,696.0,594.0,347.0
539,1,ZQB-0218S,88,30591,1543.0,348.0,708.0,348.0
540,1,ZQB-0218S,88,30672,0,696.0,708.0,348.0
541,1,ZQB-0218S,88,30520,708.0,696.0,677.5,348.0
542,1,ZQB-0218S,88,30520,708.0,696.0,677.5,348.0
543,1,ZQB-0218S,89,30364,2211.0,347.4,219.0,319.0
544,1,ZQB-0218S,89,30484,1419.0,694.4,714.9,339.0
545,1,ZQB-0218S,89,30649,0,347.4,1136.0,347.0
546,1,ZQB-0218S,89,30317,2133.9,694.4,198.0,338.0
547,1,ZQB-0218S,89,30733,1136.0,347.4,671.0,347.0
548,1,ZQB-0218S,89,30916,0,694.4,671.0,347.0
549,1,ZQB-0218S,89,30433,671.0,694.4,748.0,344.5
550,1,ZQB-0218S,89,30600,1807.0,347.4,404.0,338.0
551,1,ZQB-0218S,89,30920,0,0,880.0,347.4
552,1,ZQB-0218S,89,30920,0,0,880.0,347.4
553,1,ZQB-0218S,90,30584,1856.0,684.0,439.0,333.0
554,1,ZQB-0218S,90,30371,2199.0,345.0,198.0,338.0
555,1,ZQB-0218S,90,30518,2295.0,684.0,118.0,288.0
556,1,ZQB-0218S,90,30407,0,0,2334.0,345.0
557,1,ZQB-0218S,90,30479,791.0,684.0,661.0,338.0
558,1,ZQB-0218S,90,30959,1452.0,684.0,404.0,338.0
559,1,ZQB-0218S,90,30823,0,684.0,791.0,339.0
560,1,ZQB-0218S,90,30657,1862.0,345.0,337.0,339.0
561,1,ZQB-0218S,90,30657,1862.0,345.0,337.0,339.0
562,1,ZQB-0218S,91,30943,0,0,1297.0,337.0
563,1,ZQB-0218S,91,30248,1926.0,337.0,514.0,217.5
564,1,ZQB-0218S,91,30249,2224.0,0,158.0,288.0
565,1,ZQB-0218S,91,30240,0,337.0,963.0,330.0
566,1,ZQB-0218S,91,30607,963.0,337.0,963.0,330.0
567,1,ZQB-0218S,91,30526,0,667.0,2148.0,330.0
568,1,ZQB-0218S,91,30804,2148.0,667.0,158.0,207.0
569,1,ZQB-0218S,91,30804,2148.0,667.0,158.0,207.0
570,1,ZQB-0218S,92,30283,0,0,1151.0,329.0
571,1,ZQB-0218S,92,30753,1151.0,0,1151.0,329.0
572,1,ZQB-0218S,92,30891,0,329.0,1151.0,329.0
573,1,ZQB-0218S,92,30276,980.0,658.0,1460.0,58.0
574,1,ZQB-0218S,92,31016,0,658.0,980.0,328.0
575,1,ZQB-0218S,92,31016,0,658.0,980.0,328.0
576,1,ZQB-0218S,93,30336,2049.5,654.0,369.0,288.0
577,1,ZQB-0218S,93,30815,0,327.0,1760.0,327.0
578,1,ZQB-0218S,93,30860,1287.5,654.0,762.0,310.0
579,1,ZQB-0218S,93,30499,1760.0,327.0,593.5,323.0
580,1,ZQB-0218S,93,30595,0,654.0,593.5,323.0
581,1,ZQB-0218S,93,30924,1294.0,0,918.0,325.0
582,1,ZQB-0218S,93,30730,932.0,0,362.0,326.0
583,1,ZQB-0218S,93,30843,593.5,654.0,694.0,320.0
584,1,ZQB-0218S,93,30843,593.5,654.0,694.0,320.0
585,1,ZQB-0218S,94,30682,0,630.0,959.0,308.0
586,1,ZQB-0218S,94,30970,959.0,630.0,959.0,308.0
587,1,ZQB-0218S,94,31003,0,0,2398.0,320.0
588,1,ZQB-0218S,94,30373,435.0,320.0,394.5,308.5
589,1,ZQB-0218S,94,30670,1788.5,320.0,477.0,294.5
590,1,ZQB-0218S,94,30870,1918.0,630.0,427.0,294.5
591,1,ZQB-0218S,94,30462,0,320.0,435.0,310.0
592,1,ZQB-0218S,94,30462,0,320.0,435.0,310.0
593,1,ZQB-0218S,95,30921,1812.0,308.0,628.0,281.0
594,1,ZQB-0218S,95,30257,0,0,719.0,308.0
595,1,ZQB-0218S,95,30973,719.0,0,719.0,308.0
596,1,ZQB-0218S,95,30743,1079.0,616.0,822.0,304.5
597,1,ZQB-0218S,95,30516,1438.0,0,728.0,308.0
598,1,ZQB-0218S,95,30786,0,308.0,1090.0,308.0
599,1,ZQB-0218S,95,30794,1090.0,308.0,722.0,308.0
600,1,ZQB-0218S,95,30264,1901.0,616.0,405.0,289.0
601,1,ZQB-0218S,95,30264,1901.0,616.0,405.0,289.0
602,1,ZQB-0218S,96,30933,1798.0,0,642.0,198.0
603,1,ZQB-0218S,96,30936,823.5,897.0,790.5,294.5
604,1,ZQB-0218S,96,30955,0,300.0,902.0,299.0
605,1,ZQB-0218S,96,30332,0,0,1798.0,300.0
606,1,ZQB-0218S,96,30738,931.0,599.0,943.0,298.0
607,1,ZQB-0218S,96,30401,1614.0,897.0,769.0,292.0
608,1,ZQB-0218S,96,30558,902.0,300.0,722.0,299.0
609,1,ZQB-0218S,96,30800,1624.0,300.0,722.0,299.0
610,1,ZQB-0218S,96,30821,1874.0,599.0,405.0,289.0
611,1,ZQB-0218S,96,30206,0,897.0,823.5,295.0
612,1,ZQB-0218S,96,30206,0,897.0,823.5,295.0
613,1,ZQB-0218S,97,30372,782.0,291.0,402.0,278.0
614,1,ZQB-0218S,97,30745,1184.0,291.0,402.0,278.0
615,1,ZQB-0218S,97,31011,1586.0,291.0,402.0,278.0
616,1,ZQB-0218S,97,30665,926.0,848.0,1162.0,277.0
617,1,ZQB-0218S,97,30790,1988.0,291.0,411.0,270.5
618,1,ZQB-0218S,97,30532,1981.0,570.0,404.0,239.0
619,1,ZQB-0218S,97,31018,0,570.0,783.0,278.0
620,1,ZQB-0218S,97,30734,697.0,0,790.5,288.5
621,1,ZQB-0218S,97,30952,2088.0,848.0,338.0,198.0
622,1,ZQB-0218S,97,30533,783.0,570.0,1198.0,278.0
623,1,ZQB-0218S,97,30661,0,848.0,926.0,277.5
624,1,ZQB-0218S,97,30352,1487.5,0,748.0,280.0
625,1,ZQB-0218S,97,30566,0,291.0,782.0,279.0
626,1,ZQB-0218S,97,30566,0,291.0,782.0,279.0
627,1,ZQB-0218S,98,30832,2095.0,275.3,338.0,158.0
628,1,ZQB-0218S,98,30676,0,534.8,2173.0,248.0
629,1,ZQB-0218S,98,30977,781.0,275.3,489.0,259.0
630,1,ZQB-0218S,98,30387,486.0,0,868.5,270.5
631,1,ZQB-0218S,98,30470,0,782.8,823.0,248.0
632,1,ZQB-0218S,98,30881,1270.0,275.3,825.0,258.0
633,1,ZQB-0218S,98,30885,823.0,782.8,902.0,242.0
634,1,ZQB-0218S,98,30755,1725.0,782.8,606.0,239.0
635,1,ZQB-0218S,98,30304,0,275.3,781.0,259.5
636,1,ZQB-0218S,98,30716,2092.5,0,338.0,198.0
637,1,ZQB-0218S,98,31013,0,0,486.0,275.3
638,1,ZQB-0218S,98,31013,0,0,486.0,275.3
639,1,ZQB-0218S,99,30971,0,703.0,400.0,214.0
640,1,ZQB-0218S,99,30214,1668.0,0,488.0,238.0
641,1,ZQB-0218S,99,30856,0,917.0,1888.0,199.0
642,1,ZQB-0218S,99,30603,488.0,247.0,463.0,228.0
643,1,ZQB-0218S,99,30545,807.0,485.0,1601.0,215.0
644,1,ZQB-0218S,99,30486,1597.0,703.0,843.0,198.0
645,1,ZQB-0218S,99,30894,951.0,247.0,713.0,218.0
646,1,ZQB-0218S,99,30236,0,247.0,488.0,238.0
647,1,ZQB-0218S,99,30307,0,0,1668.0,247.0
648,1,ZQB-0218S,99,30869,400.0,703.0,395.5,212.5
649,1,ZQB-0218S,99,30291,0,485.0,807.0,218.0
650,1,ZQB-0218S,99,30651,795.5,703.0,801.5,208.6
651,1,ZQB-0218S,99,30871,1664.0,247.0,479.0,216.0
652,1,ZQB-0218S,99,30871,1664.0,247.0,479.0,216.0
653,1,ZQB-0218S,100,30507,1074.0,584.5,1366.0,58.0
654,1,ZQB-0218S,100,30805,445.0,198.0,719.0,193.5
655,1,ZQB-0218S,100,30664,0,0,931.0,198.0
656,1,ZQB-0218S,100,30293,0,942.5,443.0,176.0
657,1,ZQB-0218S,100,30679,443.0,942.5,443.0,176.0
658,1,ZQB-0218S,100,30277,1574.0,0,612.0,197.0
659,1,ZQB-0218S,100,30827,0,393.0,732.0,191.5
660,1,ZQB-0218S,100,30956,2073.0,763.5,338.0,158.0
661,1,ZQB-0218S,100,30272,0,584.5,537.0,179.0
662,1,ZQB-0218S,100,30834,537.0,584.5,537.0,179.0
663,1,ZQB-0218S,100,30938,0,763.5,537.0,179.0
664,1,ZQB-0218S,100,31010,1430.0,763.5,643.0,177.5
665,1,ZQB-0218S,100,30289,1164.0,198.0,651.0,193.0
666,1,ZQB-0218S,100,30588,1904.0,942.5,438.0,158.0
667,1,ZQB-0218S,100,30303,1815.0,198.0,621.0,188.0
668,1,ZQB-0218S,100,31019,732.0,393.0,1273.0,182.5
669,1,ZQB-0218S,100,30322,537.0,763.5,893.0,178.0
670,1,ZQB-0218S,100,30771,1517.0,942.5,387.0,172.5
671,1,ZQB-0218S,100,30463,931.0,0,643.0,198.0
672,1,ZQB-0218S,100,30710,0,198.0,445.0,195.0
673,1,ZQB-0218S,100,30369,2005.0,393.0,399.0,178.0
674,1,ZQB-0218S,100,30369,2005.0,393.0,399.0,178.0
675,1,ZQB-0218S,101,30782,0,483.0,803.0,132.5
676,1,ZQB-0218S,101,30345,1409.5,615.5,438.0,118.0
677,1,ZQB-0218S,101,30280,1129.5,326.5,554.0,138.0
678,1,ZQB-0218S,101,30410,1035.0,1068.5,928.0,83.0
679,1,ZQB-0218S,101,30422,1512.0,976.0,928.0,88.0
680,1,ZQB-0218S,101,30822,1847.5,615.5,457.0,118.0
681,1,ZQB-0218S,101,30382,1963.0,1068.5,454.0,58.0
682,1,ZQB-0218S,101,30381,0,740.0,488.0,118.0
683,1,ZQB-0218S,101,30763,1264.0,858.0,802.0,92.5
684,1,ZQB-0218S,101,30775,682.5,326.5,447.0,151.0
685,1,ZQB-0218S,101,30915,488.0,740.0,488.0,118.0
686,1,ZQB-0218S,101,30989,1458.0,483.0,775.5,124.5
687,1,ZQB-0218S,101,30759,644.0,0,1235.0,168.0
688,1,ZQB-0218S,101,30493,0,976.0,709.0,92.5
689,1,ZQB-0218S,101,30852,590.5,615.5,819.0,120.0
690,1,ZQB-0218S,101,30648,976.0,740.0,448.0,118.0
691,1,ZQB-0218S,101,30835,0,326.5,682.5,156.5
692,1,ZQB-0218S,101,30919,1683.5,326.5,753.0,132.5
693,1,ZQB-0218S,101,30319,709.0,976.0,803.0,92.5
694,1,ZQB-0218S,101,30930,2040.0,168.5,388.0,118.0
695,1,ZQB-0218S,101,30436,803.0,483.0,655.0,132.5
696,1,ZQB-0218S,101,30798,1424.0,740.0,438.0,118.0
697,1,ZQB-0218S,101,30491,1879.0,0,338.0,158.0
698,1,ZQB-0218S,101,30776,1862.0,740.0,488.0,118.0
699,1,ZQB-0218S,101,30876,0,1068.5,535.0,92.5
700,1,ZQB-0218S,101,30961,0,168.5,438.0,158.0
701,1,ZQB-0218S,101,30575,438.0,168.5,488.0,158.0
702,1,ZQB-0218S,101,30646,0,615.5,590.5,124.5
703,1,ZQB-0218S,101,30349,535.0,1068.5,500.0,92.5
704,1,ZQB-0218S,101,30631,926.0,168.5,438.0,158.0
705,1,ZQB-0218S,101,30577,0,858.0,488.0,118.0
706,1,ZQB-0218S,101,30858,488.0,858.0,438.0,118.0
707,1,ZQB-0218S,101,30963,926.0,858.0,338.0,118.0
708,1,ZQB-0218S,101,30408,1364.0,168.5,338.0,158.0
709,1,ZQB-0218S,101,30628,1702.0,168.5,338.0,158.0
710,1,ZQB-0218S,101,30628,1702.0,168.5,338.0,158.0
711,1,ZQB-0218S,102,30378,0,387.0,960.0,58.0
712,1,ZQB-0218S,102,30925,0,445.0,2172.0,58.0
713,1,ZQB-0218S,102,30799,0,503.0,1528.0,58.0
714,1,ZQB-0218S,102,30514,0,561.0,1663.0,58.0
715,1,ZQB-0218S,102,30953,1500.0,171.0,744.0,58.0
716,1,ZQB-0218S,102,30464,0,88.0,928.0,83.0
717,1,ZQB-0218S,102,30791,1593.0,329.0,610.0,58.0
718,1,ZQB-0218S,102,30972,928.0,88.0,928.0,83.0
719,1,ZQB-0218S,102,30629,0,619.0,1162.0,58.0
720,1,ZQB-0218S,102,30570,1528.0,503.0,871.0,58.0
721,1,ZQB-0218S,102,30355,1856.0,88.0,465.0,58.0
722,1,ZQB-0218S,102,30642,960.0,387.0,1480.0,38.0
723,1,ZQB-0218S,102,30688,1663.0,561.0,465.0,58.0
724,1,ZQB-0218S,102,30667,1162.0,619.0,410.0,58.0
725,1,ZQB-0218S,102,30975,1572.0,619.0,410.0,58.0
726,1,ZQB-0218S,102,30351,0,677.0,717.0,58.0
727,1,ZQB-0218S,102,30795,1727.0,1141.0,683.0,52.5
728,1,ZQB-0218S,102,30312,717.0,677.0,1712.0,58.0
729,1,ZQB-0218S,102,30441,0,251.0,1848.0,78.0
730,1,ZQB-0218S,102,30926,0,735.0,1047.0,58.0
731,1,ZQB-0218S,102,30563,0,793.0,2398.0,58.0
732,1,ZQB-0218S,102,30692,0,851.0,1998.0,58.0
733,1,ZQB-0218S,102,30282,1047.0,735.0,819.0,58.0
734,1,ZQB-0218S,102,30690,0,909.0,819.0,58.0
735,1,ZQB-0218S,102,30853,819.0,909.0,864.0,58.0
736,1,ZQB-0218S,102,30315,0,967.0,2160.0,58.0
737,1,ZQB-0218S,102,30772,0,1025.0,860.0,58.0
738,1,ZQB-0218S,102,30343,1866.0,735.0,482.0,58.0
739,1,ZQB-0218S,102,30562,860.0,1025.0,960.0,58.0
740,1,ZQB-0218S,102,30962,0,1083.0,962.0,58.0
741,1,ZQB-0218S,102,30427,962.0,1083.0,877.0,58.0
742,1,ZQB-0218S,102,30258,0,0,2398.0,88.0
743,1,ZQB-0218S,102,30691,0,1141.0,802.0,58.0
744,1,ZQB-0218S,102,30864,1982.0,619.0,412.0,58.0
745,1,ZQB-0218S,102,30593,1848.0,251.0,592.0,58.0
746,1,ZQB-0218S,102,30513,802.0,1141.0,925.0,58.0
747,1,ZQB-0218S,102,30632,1998.0,851.0,402.0,58.0
748,1,ZQB-0218S,102,30482,1839.0,1083.0,481.5,52.5
749,1,ZQB-0218S,102,30227,1683.0,909.0,443.0,58.0
750,1,ZQB-0218S,102,30868,0,171.0,1500.0,80.0
751,1,ZQB-0218S,102,30356,1820.0,1025.0,547.0,58.0
752,1,ZQB-0218S,102,30356,1820.0,1025.0,547.0,58.0
753,1,YW10-0218S,103,486,1981.0,0,457.5,729.0
754,1,YW10-0218S,103,486,1981.0,0,457.5,729.0
755,1,YW10-0218S,104,494,0,0,1797.0,1007.0
756,1,YW10-0218S,104,494,0,0,1797.0,1007.0
757,1,YW10-0218S,105,491,1013.0,0,577.0,984.0
758,1,YW10-0218S,105,531,0,0,1013.0,984.0
759,1,YW10-0218S,105,767,1590.0,0,98.0,984.0
760,1,YW10-0218S,105,767,1590.0,0,98.0,984.0
761,1,YW10-0218S,106,158,2251.0,0,58.0,956.0
762,1,YW10-0218S,106,741,0,0,2251.0,956.0
763,1,YW10-0218S,106,741,0,0,2251.0,956.0
764,1,YW10-0218S,107,94,0,0,1121.0,930.0
765,1,YW10-0218S,107,267,1121.0,0,358.0,930.0
766,1,YW10-0218S,107,380,2266.0,0,172.5,363.0
767,1,YW10-0218S,107,724,2266.0,363.0,172.5,363.0
768,1,YW10-0218S,107,724,2266.0,363.0,172.5,363.0
769,1,YW10-0218S,108,269,0,0,2251.0,912.0
770,1,YW10-0218S,108,269,0,0,2251.0,912.0
771,1,YW10-0218S,109,705,2101.0,404.0,339.0,354.0
772,1,YW10-0218S,109,314,0,0,2101.0,904.0
773,1,YW10-0218S,109,314,0,0,2101.0,904.0
774,1,YW10-0218S,110,644,0,0,1638.5,882.0
775,1,YW10-0218S,110,644,0,0,1638.5,882.0
776,1,YW10-0218S,111,243,2014.5,0,58.0,882.0
777,1,YW10-0218S,111,645,0,0,1120.5,882.0
778,1,YW10-0218S,111,673,2072.5,0,58.0,882.0
779,1,YW10-0218S,111,689,1567.5,0,447.0,882.0
780,1,YW10-0218S,111,109,2130.5,0,309.0,393.0
781,1,YW10-0218S,111,109,2130.5,0,309.0,393.0
782,1,YW10-0218S,112,717,2001.0,0,439.0,798.0
783,1,YW10-0218S,112,717,2001.0,0,439.0,798.0
784,1,YW10-0218S,113,563,998.0,0,698.0,866.0
785,1,YW10-0218S,113,327,1696.0,724.5,743.0,98.0
786,1,YW10-0218S,113,525,1696.0,0,720.0,724.5
787,1,YW10-0218S,113,525,1696.0,0,720.0,724.5
788,1,YW10-0218S,114,213,1901.0,0,58.0,821.0
789,1,YW10-0218S,114,460,0,0,1901.0,821.0
790,1,YW10-0218S,114,695,1959.0,0,58.0,821.0
791,1,YW10-0218S,114,695,1959.0,0,58.0,821.0
792,1,YW10-0218S,115,167,2309.0,488.0,118.0,238.0
793,1,YW10-0218S,115,230,2251.0,0,58.0,812.0
794,1,YW10-0218S,115,544,0,0,2251.0,812.0
795,1,YW10-0218S,115,544,0,0,2251.0,812.0
796,1,YW10-0218S,116,719,2001.0,0,439.0,594.0
797,1,YW10-0218S,116,719,2001.0,0,439.0,594.0
798,1,YW10-0218S,117,727,0,0,1931.0,771.0
799,1,YW10-0218S,117,727,0,0,1931.0,771.0
800,1,YW10-0218S,118,210,2251.0,0,78.0,762.0
801,1,YW10-0218S,118,427,0,0,2251.0,762.0
802,1,YW10-0218S,118,427,0,0,2251.0,762.0
803,1,YW10-0218S,119,321,867.0,0,811.0,761.0
804,1,YW10-0218S,119,78,1678.0,508.0,762.0,237.0
805,1,YW10-0218S,119,651,1678.0,0,762.0,508.0
806,1,YW10-0218S,119,651,1678.0,0,762.0,508.0
807,1,YW10-0218S,120,168,0,0,1962.0,734.0
808,1,YW10-0218S,120,168,0,0,1962.0,734.0
809,2,YW10-0218S,122,370,1473.5,0,740.0,708.0
810,2,YW10-0218S,122,738,1122.0,0,351.5,729.0
811,2,YW10-0218S,122,85,2213.5,0,226.5,443.0
812,2,YW10-0218S,122,85,2213.5,0,226.5,443.0
813,2,YW10-0218S,123,3,1247.0,0,1179.5,702.0
814,2,YW10-0218S,123,3,1247.0,0,1179.5,702.0
815,2,YW10-0218S,124,337,2001.0,0,439.0,364.0
816,2,YW10-0218S,124,15,2001.0,364.0,439.0,245.0
817,2,YW10-0218S,124,15,2001.0,364.0,439.0,245.0
818,2,YW10-0218S,125,669,2301.0,0,133.0,557.0
819,2,YW10-0218S,125,669,2301.0,0,133.0,557.0
820,2,YW10-0218S,126,142,2046.0,0,394.0,395.0
821,2,YW10-0218S,126,550,1116.0,0,98.0,698.0
822,2,YW10-0218S,126,569,1214.0,0,832.0,677.0
823,2,YW10-0218S,126,699,788.0,0,328.0,698.0
824,2,YW10-0218S,126,699,788.0,0,328.0,698.0
825,2,YW10-0218S,127,646,1581.0,0,721.0,654.5
826,2,YW10-0218S,127,455,770.0,0,811.0,656.5
827,2,YW10-0218S,127,203,0,0,770.0,662.0
828,2,YW10-0218S,127,203,0,0,770.0,662.0
829,2,YW10-0218S,128,51,0,0,717.0,644.0
830,2,YW10-0218S,128,587,717.0,0,717.0,644.0
831,2,YW10-0218S,128,387,1434.0,0,811.0,622.5
832,2,YW10-0218S,128,387,1434.0,0,811.0,622.5
833,2,YW10-0218S,129,252,0,0,2301.0,632.0
834,2,YW10-0218S,129,292,2301.0,0,58.0,632.0
835,2,YW10-0218S,129,292,2301.0,0,58.0,632.0
836,2,YW10-0218S,130,226,2348.0,0,78.0,488.0
837,2,YW10-0218S,130,226,2348.0,0,78.0,488.0
838,2,YW10-0218S,131,621,1302.0,0,795.0,602.0
839,2,YW10-0218S,131,551,821.0,610.0,841.0,598.0
840,2,YW10-0218S,131,301,0,0,651.0,610.0
841,2,YW10-0218S,131,664,651.0,0,651.0,610.0
842,2,YW10-0218S,131,7,2097.0,0,343.0,92.5
843,2,YW10-0218S,131,416,1662.0,610.0,778.0,453.8
